	index_x	Id	v_type	attributes.osmid	attributes.tagvalue	attributes.tagname	Lon	Lat	attributes.resolution	attributes.h3index	lat	lon	latCell	lonCell	level_0	index_y	key	header	records	k	t	v_cn1	v_cn2	v_cn3	res	source1	factID1	source2	factID2	source3	factID3
5	193	891e34d61d3ffff	h3place				12.70647	50.59594	9.0		50.595944249948154	12.706472612061793	50.595944249948154	12.706472612061793	2	2	"""891e34d61d3ffff"""	<no headers>	"{""temp"":16.9,""t"":1650014969,""p"":998,""dp"":-15.5}"	891e34d61d3ffff	2022-04-15 09:29:29	16.9	998	-15.5	9	myTempSensor	environment.temperature.absolute	myPSensor	environment.air-presure.absolute	calc	environment.air-presure.change
